;time;status;count;;;;;
1537;11h 51;denied;40;;;;;
1538;11h 51;approved;355;;;;;
1539;11h 51;reversed;5;;;;;
1540;11h 52;approved;405;;;;;
1541;11h 52;denied;43;;;;;
1542;11h 52;reversed;4;;;;;
1543;11h 53;reversed;9;;;;;
1544;11h 53;approved;387;;;;;
1545;11h 53;denied;46;;;;;
1546;11h 54;reversed;9;;;;;
1547;11h 54;denied;40;;;;;
1548;11h 54;refunded;3;;;;;
1549;11h 54;approved;309;;;;;
1550;11h 55;approved;381;;;;;
1551;11h 55;denied;38;;;;;
1552;11h 55;reversed;3;;;;;
1553;11h 56;denied;40;;;;;
1554;11h 56;approved;339;;;;;
1555;11h 56;reversed;5;;;;;
1556;11h 57;denied;28;;;;;
1557;11h 57;approved;350;;;;;
1558;11h 57;reversed;6;;;;;
1559;11h 58;reversed;11;;;;;
1560;11h 58;refunded;1;;;;;
1561;11h 58;approved;349;;;;;
1562;11h 58;denied;37;;;;;
1563;11h 59;denied;19;;;;;
1564;11h 59;reversed;3;;;;;
1565;11h 59;approved;358;;;;;
1566;12h 00;approved;343;;;;;
1567;12h 00;denied;24;;;;;
1568;12h 00;failed;3;;;;;
1569;12h 00;reversed;6;;;;;
1570;12h 01;approved;359;;;;;
1571;12h 01;refunded;1;;;;;
1572;12h 01;backend_reversed;6;;;;;
1573;12h 01;reversed;6;;;;;
1574;12h 01;denied;27;;;;;
1575;12h 02;approved;369;;;;;
1576;12h 02;denied;40;;;;;
1577;12h 02;reversed;9;;;;;
1578;12h 02;backend_reversed;7;;;;;
1579;12h 03;denied;39;;;;;
1580;12h 03;approved;378;;;;;
1581;12h 04;approved;348;;;;;
1582;12h 04;backend_reversed;7;;;;;
1583;12h 04;denied;33;;;;;
1584;12h 05;denied;38;;;;;
1585;12h 05;approved;362;;;;;
1586;12h 05;reversed;3;;;;;
1587;12h 06;denied;20;;;;;
1588;12h 06;approved;364;;;;;
1589;12h 06;refunded;1;;;;;
1590;12h 06;reversed;7;;;;;
1591;12h 07;denied;34;;;;;
1592;12h 07;backend_reversed;3;;;;;
1593;12h 07;approved;312;;;;;
1594;12h 08;approved;350;;;;;
1595;12h 08;reversed;4;;;;;
1596;12h 08;denied;44;;;;;
1597;12h 09;approved;385;;;;;
1598;12h 09;denied;30;;;;;
1599;12h 09;reversed;12;;;;;
1600;12h 10;approved;313;;;;;
1601;12h 10;reversed;2;;;;;
1602;12h 10;denied;46;;;;;
1603;12h 11;approved;337;;;;;
1604;12h 11;denied;25;;;;;
1605;12h 11;reversed;13;;;;;
1606;12h 12;approved;314;;;;;
1607;12h 12;denied;33;;;;;
1608;12h 12;reversed;3;;;;;
1609;12h 13;denied;25;;;;;
1610;12h 13;approved;341;;;;;
1611;12h 13;backend_reversed;5;;;;;
1612;12h 14;approved;322;;;;;
1613;12h 14;reversed;5;;;;;
1614;12h 14;denied;36;;;;;
1615;12h 14;backend_reversed;1;;;;;
1616;12h 15;denied;23;;;;;
1617;12h 15;approved;341;;;;;
1618;12h 15;reversed;6;;;;;
1619;12h 16;denied;31;;;;;
1620;12h 16;reversed;10;;;;;
1621;12h 16;backend_reversed;8;;;;;
1622;12h 16;approved;324;;;;;
1623;12h 16;refunded;1;;;;;
1624;12h 17;approved;331;;;;;
1625;12h 17;denied;42;;;;;
1626;12h 18;denied;26;;;;;
1627;12h 18;approved;310;;;;;
1628;12h 19;reversed;5;;;;;
1629;12h 19;refunded;1;;;;;
1630;12h 19;approved;352;;;;;
1631;12h 19;denied;39;;;;;
1632;12h 20;approved;345;;;;;
1633;12h 20;denied;34;;;;;
1634;12h 21;approved;306;;;;;
1635;12h 21;reversed;5;;;;;
1636;12h 21;refunded;3;;;;;
1637;12h 21;denied;26;;;;;
1638;12h 21;backend_reversed;8;;;;;
1639;12h 22;backend_reversed;6;;;;;
1640;12h 22;reversed;3;;;;;
1641;12h 22;approved;308;;;;;
1642;12h 22;denied;29;;;;;
1643;12h 23;denied;38;;;;;
1644;12h 23;approved;289;;;;;
1645;12h 24;approved;323;;;;;
1646;12h 24;denied;24;;;;;
1647;12h 24;reversed;9;;;;;
1648;12h 24;backend_reversed;8;;;;;
1649;12h 25;refunded;2;;;;;
1650;12h 25;denied;31;;;;;
1651;12h 25;approved;332;;;;;
1652;12h 25;reversed;4;;;;;
1653;12h 26;reversed;3;;;;;
1654;12h 26;approved;338;;;;;
1655;12h 26;denied;21;;;;;
1656;12h 27;denied;23;;;;;
1657;12h 27;refunded;1;;;;;
1658;12h 27;approved;300;;;;;
1659;12h 27;reversed;2;;;;;
1660;12h 28;failed;1;;;;;
1661;12h 28;reversed;10;;;;;
1662;12h 28;denied;32;;;;;
1663;12h 28;approved;310;;;;;
1664;12h 29;approved;318;;;;;
1665;12h 29;denied;24;;;;;
1666;12h 29;refunded;4;;;;;
1667;12h 29;reversed;3;;;;;
1668;12h 30;approved;294;;;;;
1669;12h 30;backend_reversed;8;;;;;
1670;12h 30;refunded;2;;;;;
1671;12h 30;denied;33;;;;;
1672;12h 31;reversed;6;;;;;
1673;12h 31;approved;311;;;;;
1674;12h 31;denied;21;;;;;
1675;12h 32;reversed;10;;;;;
1676;12h 32;refunded;2;;;;;
1677;12h 32;denied;40;;;;;
1678;12h 32;approved;287;;;;;
1679;12h 33;approved;277;;;;;
1680;12h 33;denied;23;;;;;
1681;12h 33;reversed;4;;;;;
1682;12h 34;approved;325;;;;;
1683;12h 34;denied;29;;;;;
1684;12h 34;refunded;1;;;;;
1685;12h 35;backend_reversed;6;;;;;
1686;12h 35;approved;317;;;;;
1687;12h 35;refunded;1;;;;;
1688;12h 35;reversed;9;;;;;
1689;12h 35;denied;30;;;;;
1690;12h 36;reversed;10;;;;;
1691;12h 36;denied;21;;;;;
1692;12h 36;approved;310;;;;;
1693;12h 36;backend_reversed;6;;;;;
1694;12h 37;approved;289;;;;;
1695;12h 37;denied;24;;;;;
1696;12h 37;reversed;1;;;;;
1697;12h 37;backend_reversed;6;;;;;
1698;12h 38;backend_reversed;6;;;;;
1699;12h 38;denied;33;;;;;
1700;12h 38;refunded;1;;;;;
1701;12h 38;reversed;10;;;;;
1702;12h 38;approved;280;;;;;
1703;12h 39;denied;24;;;;;
1704;12h 39;approved;295;;;;;
1705;12h 39;reversed;10;;;;;
1706;12h 40;approved;274;;;;;
1707;12h 40;denied;26;;;;;
1708;12h 40;refunded;1;;;;;
1709;12h 40;reversed;10;;;;;
1710;12h 41;approved;304;;;;;
1711;12h 41;reversed;8;;;;;
1712;12h 41;denied;23;;;;;
1713;12h 41;backend_reversed;4;;;;;
1714;12h 42;approved;289;;;;;
1715;12h 42;denied;29;;;;;
1716;12h 42;refunded;4;;;;;
1717;12h 42;backend_reversed;2;;;;;
1718;12h 43;reversed;9;;;;;
1719;12h 43;approved;295;;;;;
1720;12h 43;denied;19;;;;;
1721;12h 44;approved;304;;;;;
1722;12h 44;reversed;8;;;;;
1723;12h 44;denied;35;;;;;
1724;12h 45;approved;265;;;;;
1725;12h 45;reversed;6;;;;;
1726;12h 45;denied;33;;;;;
1727;12h 46;denied;36;;;;;
1728;12h 46;approved;298;;;;;
1729;12h 46;reversed;4;;;;;
1730;12h 47;approved;296;;;;;
1731;12h 47;failed;3;;;;;
1732;12h 47;denied;30;;;;;
1733;12h 48;refunded;3;;;;;
1734;12h 48;reversed;10;;;;;
1735;12h 48;denied;13;;;;;
1736;12h 48;approved;293;;;;;
1737;12h 49;approved;296;;;;;
1738;12h 49;reversed;5;;;;;
1739;12h 49;denied;28;;;;;
1740;12h 50;approved;305;;;;;
1741;12h 50;denied;30;;;;;
1742;12h 50;reversed;9;;;;;
1743;12h 51;denied;25;;;;;
1744;12h 51;approved;303;;;;;
1745;12h 51;reversed;9;;;;;
1746;12h 52;reversed;13;;;;;
1747;12h 52;denied;25;;;;;
1748;12h 52;approved;325;;;;;
1749;12h 53;approved;336;;;;;
1750;12h 53;reversed;5;;;;;
1751;12h 53;denied;29;;;;;
1752;12h 53;backend_reversed;8;;;;;
1753;12h 54;denied;41;;;;;
1754;12h 54;refunded;1;;;;;
1755;12h 54;approved;281;;;;;
1756;12h 54;reversed;7;;;;;
1757;12h 55;denied;39;;;;;
1758;12h 55;approved;263;;;;;
1759;12h 55;reversed;10;;;;;
1760;12h 56;denied;31;;;;;
1761;12h 56;reversed;7;;;;;
1762;12h 56;approved;299;;;;;
1763;12h 56;backend_reversed;3;;;;;
1764;12h 57;reversed;2;;;;;
1765;12h 57;backend_reversed;5;;;;;
1766;12h 57;denied;29;;;;;
1767;12h 57;approved;288;;;;;
1768;12h 58;denied;28;;;;;
1769;12h 58;backend_reversed;2;;;;;
1770;12h 58;approved;338;;;;;
1771;12h 58;reversed;14;;;;;
1772;12h 59;backend_reversed;10;;;;;
1773;12h 59;denied;31;;;;;
1774;12h 59;approved;313;;;;;
1775;13h 00;denied;26;;;;;
1776;13h 00;reversed;6;;;;;
1777;13h 00;refunded;1;;;;;
1778;13h 00;backend_reversed;5;;;;;
1779;13h 00;approved;300;;;;;
1780;13h 01;approved;305;;;;;
1781;13h 01;backend_reversed;9;;;;;
1782;13h 01;denied;24;;;;;
1783;13h 01;reversed;5;;;;;
1784;13h 02;approved;307;;;;;
1785;13h 02;backend_reversed;8;;;;;
1786;13h 02;refunded;1;;;;;
1787;13h 02;denied;29;;;;;
1788;13h 03;denied;34;;;;;
1789;13h 03;backend_reversed;3;;;;;
1790;13h 03;approved;286;;;;;
1791;13h 03;reversed;6;;;;;
1792;13h 04;approved;307;;;;;
1793;13h 04;backend_reversed;2;;;;;
1794;13h 04;denied;21;;;;;
1795;13h 05;approved;296;;;;;
1796;13h 05;reversed;5;;;;;
1797;13h 05;denied;25;;;;;
1798;13h 06;reversed;5;;;;;
1799;13h 06;denied;30;;;;;
1800;13h 06;approved;289;;;;;
1801;13h 07;approved;285;;;;;
1802;13h 07;reversed;8;;;;;
1803;13h 07;denied;23;;;;;
1804;13h 08;approved;313;;;;;
1805;13h 08;denied;26;;;;;
1806;13h 08;reversed;10;;;;;
1807;13h 09;approved;278;;;;;
1808;13h 09;denied;38;;;;;
1809;13h 09;reversed;9;;;;;
1810;13h 10;approved;299;;;;;
1811;13h 10;reversed;3;;;;;
1812;13h 10;failed;1;;;;;
1813;13h 10;refunded;2;;;;;
1814;13h 10;denied;30;;;;;
1815;13h 11;denied;27;;;;;
1816;13h 11;reversed;12;;;;;
1817;13h 11;approved;323;;;;;
1818;13h 12;approved;251;;;;;
1819;13h 12;reversed;13;;;;;
1820;13h 12;denied;30;;;;;
1821;13h 12;refunded;3;;;;;
1822;13h 13;denied;31;;;;;
1823;13h 13;reversed;2;;;;;
1824;13h 13;backend_reversed;3;;;;;
1825;13h 13;approved;288;;;;;
1826;13h 14;denied;27;;;;;
1827;13h 14;refunded;3;;;;;
1828;13h 14;approved;287;;;;;
1829;13h 14;reversed;7;;;;;
1830;13h 15;approved;292;;;;;
1831;13h 15;reversed;11;;;;;
1832;13h 15;denied;28;;;;;
1833;13h 15;refunded;3;;;;;
1834;13h 16;approved;335;;;;;
1835;13h 16;denied;35;;;;;
1836;13h 16;refunded;3;;;;;
1837;13h 17;reversed;10;;;;;
1838;13h 17;denied;34;;;;;
1839;13h 17;approved;338;;;;;
1840;13h 18;approved;264;;;;;
1841;13h 18;denied;41;;;;;
1842;13h 19;denied;40;;;;;
1843;13h 19;approved;303;;;;;
1844;13h 19;reversed;9;;;;;
1845;13h 20;approved;319;;;;;
1846;13h 20;denied;28;;;;;
1847;13h 20;backend_reversed;6;;;;;
1848;13h 20;reversed;3;;;;;
1849;13h 21;reversed;12;;;;;
1850;13h 21;denied;32;;;;;
1851;13h 21;approved;284;;;;;
1852;13h 22;denied;43;;;;;
1853;13h 22;approved;312;;;;;
1854;13h 22;reversed;3;;;;;
1855;13h 23;approved;258;;;;;
1856;13h 23;denied;21;;;;;
1857;13h 24;refunded;4;;;;;
1858;13h 24;approved;309;;;;;
1859;13h 24;denied;27;;;;;
1860;13h 24;reversed;5;;;;;
1861;13h 25;approved;319;;;;;
1862;13h 25;denied;37;;;;;
1863;13h 25;reversed;2;;;;;
1864;13h 25;refunded;2;;;;;
1865;13h 26;backend_reversed;8;;;;;
1866;13h 26;approved;301;;;;;
1867;13h 26;denied;33;;;;;
1868;13h 26;refunded;4;;;;;
1869;13h 27;approved;290;;;;;
1870;13h 27;denied;37;;;;;
1871;13h 28;approved;316;;;;;
1872;13h 28;denied;39;;;;;
1873;13h 28;reversed;2;;;;;
1874;13h 28;refunded;2;;;;;
1875;13h 29;denied;29;;;;;
1876;13h 29;approved;277;;;;;
1877;13h 29;reversed;6;;;;;
1878;13h 30;approved;306;;;;;
1879;13h 30;refunded;1;;;;;
1880;13h 30;denied;23;;;;;
1881;13h 31;approved;287;;;;;
1882;13h 31;denied;21;;;;;
1883;13h 32;approved;306;;;;;
1884;13h 32;reversed;11;;;;;
1885;13h 32;denied;25;;;;;
1886;13h 32;refunded;3;;;;;
1887;13h 33;approved;304;;;;;
1888;13h 33;denied;29;;;;;
1889;13h 33;refunded;1;;;;;
1890;13h 33;backend_reversed;5;;;;;
1891;13h 34;denied;25;;;;;
1892;13h 34;approved;322;;;;;
1893;13h 34;backend_reversed;8;;;;;
1894;13h 34;reversed;1;;;;;
1895;13h 35;approved;273;;;;;
1896;13h 35;denied;30;;;;;
1897;13h 36;backend_reversed;6;;;;;
1898;13h 36;reversed;7;;;;;
1899;13h 36;approved;302;;;;;
1900;13h 36;denied;28;;;;;
1901;13h 37;approved;307;;;;;
1902;13h 37;denied;30;;;;;
1903;13h 38;approved;301;;;;;
1904;13h 38;reversed;6;;;;;
1905;13h 38;denied;24;;;;;
1906;13h 39;denied;23;;;;;
1907;13h 39;approved;280;;;;;
1908;13h 40;approved;298;;;;;
1909;13h 40;reversed;10;;;;;
1910;13h 40;denied;33;;;;;
1911;13h 41;approved;319;;;;;
1912;13h 41;reversed;10;;;;;
1913;13h 41;denied;40;;;;;
1914;13h 42;reversed;11;;;;;
1915;13h 42;denied;29;;;;;
1916;13h 42;approved;288;;;;;
1917;13h 43;reversed;4;;;;;
1918;13h 43;refunded;3;;;;;
1919;13h 43;denied;30;;;;;
1920;13h 43;approved;325;;;;;
1921;13h 44;denied;32;;;;;
1922;13h 44;reversed;9;;;;;
1923;13h 44;approved;316;;;;;
1924;13h 45;denied;29;;;;;
1925;13h 45;approved;314;;;;;
1926;13h 45;reversed;7;;;;;
1927;13h 46;denied;32;;;;;
1928;13h 46;refunded;3;;;;;
1929;13h 46;approved;325;;;;;
1930;13h 47;denied;34;;;;;
1931;13h 47;approved;286;;;;;
1932;13h 47;refunded;1;;;;;
1933;13h 47;reversed;3;;;;;
1934;13h 48;reversed;6;;;;;
1935;13h 48;approved;312;;;;;
1936;13h 48;denied;36;;;;;
1937;13h 49;approved;316;;;;;
1938;13h 49;denied;32;;;;;
1939;13h 50;refunded;4;;;;;
1940;13h 50;approved;278;;;;;
1941;13h 50;denied;23;;;;;
1942;13h 51;approved;315;;;;;
1943;13h 51;denied;31;;;;;
1944;13h 51;reversed;11;;;;;
1945;13h 52;refunded;3;;;;;
1946;13h 52;denied;33;;;;;
1947;13h 52;approved;282;;;;;
1948;13h 52;reversed;3;;;;;
1949;13h 53;approved;291;;;;;
1950;13h 53;denied;26;;;;;
1951;13h 53;reversed;1;;;;;
1952;13h 54;denied;36;;;;;
1953;13h 54;approved;313;;;;;
1954;13h 55;refunded;1;;;;;
1955;13h 55;approved;279;;;;;
1956;13h 55;denied;28;;;;;
1957;13h 55;reversed;5;;;;;
1958;13h 56;reversed;5;;;;;
1959;13h 56;denied;31;;;;;
1960;13h 56;approved;273;;;;;
1961;13h 56;backend_reversed;1;;;;;
1962;13h 56;refunded;1;;;;;
1963;13h 57;approved;318;;;;;
1964;13h 57;denied;37;;;;;
1965;13h 57;backend_reversed;7;;;;;
1966;13h 58;refunded;4;;;;;
1967;13h 58;reversed;12;;;;;
1968;13h 58;backend_reversed;7;;;;;
1969;13h 58;denied;31;;;;;
1970;13h 58;approved;316;;;;;
1971;13h 59;denied;27;;;;;
1972;13h 59;backend_reversed;6;;;;;
1973;13h 59;refunded;1;;;;;
1974;13h 59;approved;301;;;;;
1975;14h 00;approved;290;;;;;
1976;14h 00;denied;23;;;;;
1977;14h 00;reversed;6;;;;;
1978;14h 01;denied;37;;;;;
1979;14h 01;approved;325;;;;;
1980;14h 01;refunded;4;;;;;
1981;14h 01;reversed;11;;;;;
1982;14h 02;denied;28;;;;;
1983;14h 02;reversed;5;;;;;
1984;14h 02;approved;295;;;;;
1985;14h 03;reversed;7;;;;;
1986;14h 03;refunded;3;;;;;
1987;14h 03;backend_reversed;7;;;;;
1988;14h 03;denied;25;;;;;
1989;14h 03;approved;341;;;;;
1990;14h 04;denied;28;;;;;
1991;14h 04;approved;313;;;;;
1992;14h 04;reversed;6;;;;;
1993;14h 05;approved;312;;;;;
1994;14h 05;denied;34;;;;;
1995;14h 06;approved;309;;;;;
1996;14h 06;denied;25;;;;;
1997;14h 06;refunded;1;;;;;
1998;14h 07;denied;27;;;;;
1999;14h 07;reversed;11;;;;;
2000;14h 07;approved;319;;;;;
2001;14h 07;refunded;2;;;;;
2002;14h 08;denied;33;;;;;
2003;14h 08;approved;280;;;;;
2004;14h 08;reversed;3;;;;;
2005;14h 09;approved;324;;;;;
2006;14h 09;denied;26;;;;;
2007;14h 09;refunded;1;;;;;
2008;14h 09;reversed;11;;;;;
2009;14h 10;reversed;11;;;;;
2010;14h 10;approved;308;;;;;
2011;14h 10;denied;32;;;;;
2012;14h 11;approved;345;;;;;
2013;14h 11;denied;24;;;;;
2014;14h 11;reversed;8;;;;;
2015;14h 11;refunded;4;;;;;
2016;14h 12;denied;39;;;;;
2017;14h 12;approved;352;;;;;
2018;14h 13;approved;295;;;;;
2019;14h 13;refunded;4;;;;;
2020;14h 13;denied;30;;;;;
2021;14h 14;denied;25;;;;;
2022;14h 14;approved;314;;;;;
2023;14h 14;reversed;8;;;;;
2024;14h 14;refunded;3;;;;;
2025;14h 15;approved;336;;;;;
2026;14h 15;refunded;1;;;;;
2027;14h 15;reversed;11;;;;;
2028;14h 15;denied;38;;;;;
2029;14h 16;reversed;8;;;;;
2030;14h 16;denied;41;;;;;
2031;14h 16;approved;341;;;;;
2032;14h 17;denied;30;;;;;
2033;14h 17;refunded;2;;;;;
2034;14h 17;approved;308;;;;;
2035;14h 17;reversed;5;;;;;
2036;14h 18;approved;364;;;;;
2037;14h 18;reversed;7;;;;;
2038;14h 18;denied;43;;;;;
2039;14h 19;reversed;4;;;;;
2040;14h 19;refunded;3;;;;;
2041;14h 19;denied;28;;;;;
2042;14h 19;approved;328;;;;;
2043;14h 20;approved;346;;;;;
2044;14h 20;denied;33;;;;;
2045;14h 20;refunded;2;;;;;
2046;14h 20;reversed;11;;;;;
2047;14h 21;approved;348;;;;;
2048;14h 21;denied;29;;;;;
2049;14h 21;reversed;2;;;;;
2050;14h 22;denied;30;;;;;
2051;14h 22;approved;350;;;;;
2052;14h 23;approved;350;;;;;
2053;14h 23;denied;39;;;;;
2054;14h 23;reversed;2;;;;;
2055;14h 24;approved;327;;;;;
2056;14h 24;denied;32;;;;;
2057;14h 24;reversed;2;;;;;
2058;14h 25;denied;40;;;;;
2059;14h 25;reversed;11;;;;;
2060;14h 25;failed;3;;;;;
2061;14h 25;approved;348;;;;;
2062;14h 26;approved;332;;;;;
2063;14h 26;reversed;3;;;;;
2064;14h 26;refunded;3;;;;;
2065;14h 26;denied;28;;;;;
2066;14h 27;denied;35;;;;;
2067;14h 27;refunded;2;;;;;
2068;14h 27;approved;370;;;;;
2069;14h 27;backend_reversed;1;;;;;
2070;14h 28;reversed;14;;;;;
2071;14h 28;approved;341;;;;;
2072;14h 28;denied;40;;;;;
2073;14h 28;refunded;4;;;;;
2074;14h 29;approved;351;;;;;
2075;14h 29;denied;37;;;;;
2076;14h 29;backend_reversed;1;;;;;
2077;14h 29;reversed;10;;;;;
2078;14h 30;denied;41;;;;;
2079;14h 30;backend_reversed;6;;;;;
2080;14h 30;reversed;10;;;;;
2081;14h 30;approved;331;;;;;
2082;14h 30;processing;3;;;;;
2083;14h 31;processing;6;;;;;
2084;14h 31;backend_reversed;5;;;;;
2085;14h 31;approved;146;;;;;
2086;14h 31;denied;13;;;;;
2087;14h 32;processing;4;;;;;
2088;14h 33;processing;9;;;;;
2089;14h 33;refunded;2;;;;;
2090;14h 33;backend_reversed;4;;;;;
2091;14h 33;approved;78;;;;;
2092;14h 33;denied;21;;;;;
2093;14h 33;reversed;124;;;;;
2094;14h 34;refunded;3;;;;;
2095;14h 34;reversed;153;;;;;
2096;14h 34;backend_reversed;8;;;;;
2097;14h 34;denied;22;;;;;
2098;14h 34;approved;113;;;;;
2099;14h 34;processing;10;;;;;
2100;14h 35;reversed;207;;;;;
2101;14h 35;processing;4;;;;;
2102;14h 35;approved;397;;;;;
2103;14h 35;backend_reversed;13;;;;;
2104;14h 35;refunded;6;;;;;
2105;14h 35;denied;74;;;;;
2106;14h 36;processing;6;;;;;
2107;14h 36;denied;45;;;;;
2108;14h 36;reversed;74;;;;;
2109;14h 36;approved;201;;;;;
2110;14h 36;refunded;4;;;;;
2111;14h 36;backend_reversed;6;;;;;
2112;14h 36;failed;2;;;;;
2113;14h 37;reversed;62;;;;;
2114;14h 37;denied;9;;;;;
2115;14h 37;processing;13;;;;;
2116;14h 37;approved;51;;;;;
2117;14h 37;backend_reversed;5;;;;;
2118;14h 38;refunded;5;;;;;
2119;14h 38;backend_reversed;9;;;;;
2120;14h 38;processing;15;;;;;
2121;14h 38;reversed;126;;;;;
2122;14h 38;approved;222;;;;;
2123;14h 38;denied;57;;;;;
2124;14h 39;backend_reversed;5;;;;;
2125;14h 39;approved;278;;;;;
2126;14h 39;reversed;121;;;;;
2127;14h 39;denied;43;;;;;
2128;14h 39;processing;1;;;;;
2129;14h 39;refunded;9;;;;;
2130;14h 40;denied;4;;;;;
2131;14h 40;approved;23;;;;;
2132;14h 40;processing;8;;;;;
2133;14h 40;backend_reversed;11;;;;;
2134;14h 40;reversed;38;;;;;
2135;14h 41;processing;7;;;;;
2136;14h 41;backend_reversed;3;;;;;
2137;14h 41;denied;65;;;;;
2138;14h 41;reversed;190;;;;;
2139;14h 41;refunded;4;;;;;
2140;14h 41;approved;255;;;;;
2141;14h 42;denied;88;;;;;
2142;14h 42;refunded;15;;;;;
2143;14h 42;backend_reversed;4;;;;;
2144;14h 42;approved;455;;;;;
2145;14h 42;reversed;200;;;;;
2146;14h 43;reversed;109;;;;;
2147;14h 43;approved;792;;;;;
2148;14h 43;backend_reversed;7;;;;;
2149;14h 43;denied;100;;;;;
2150;14h 43;refunded;12;;;;;
2151;14h 44;approved;323;;;;;
2152;14h 44;processing;16;;;;;
2153;14h 44;denied;58;;;;;
2154;14h 44;failed;3;;;;;
2155;14h 44;reversed;85;;;;;
2156;14h 44;refunded;2;;;;;
2157;14h 44;backend_reversed;8;;;;;
2158;14h 45;refunded;5;;;;;
2159;14h 45;backend_reversed;3;;;;;
2160;14h 45;reversed;116;;;;;
2161;14h 45;approved;139;;;;;
2162;14h 45;processing;5;;;;;
2163;14h 45;denied;40;;;;;
2164;14h 46;refunded;6;;;;;
2165;14h 46;failed;5;;;;;
2166;14h 46;backend_reversed;16;;;;;
2167;14h 46;processing;5;;;;;
2168;14h 46;approved;473;;;;;
2169;14h 46;reversed;146;;;;;
2170;14h 46;denied;132;;;;;
2171;14h 47;refunded;6;;;;;
2172;14h 47;backend_reversed;7;;;;;
2173;14h 47;denied;82;;;;;
2174;14h 47;approved;376;;;;;
2175;14h 47;processing;12;;;;;
2176;14h 47;reversed;71;;;;;
2177;14h 48;approved;346;;;;;
2178;14h 48;reversed;68;;;;;
2179;14h 48;backend_reversed;15;;;;;
2180;14h 48;denied;52;;;;;
2181;14h 48;processing;11;;;;;
2182;14h 49;denied;87;;;;;
2183;14h 49;backend_reversed;14;;;;;
2184;14h 49;refunded;7;;;;;
2185;14h 49;approved;134;;;;;
2186;14h 49;reversed;177;;;;;
2187;14h 49;failed;4;;;;;
2188;14h 50;denied;46;;;;;
2189;14h 50;backend_reversed;15;;;;;
2190;14h 50;refunded;4;;;;;
2191;14h 50;approved;268;;;;;
2192;14h 50;failed;4;;;;;
2193;14h 50;reversed;73;;;;;
2194;14h 50;processing;16;;;;;
2195;14h 51;approved;263;;;;;
2196;14h 51;backend_reversed;17;;;;;
2197;14h 51;processing;9;;;;;
2198;14h 51;failed;1;;;;;
2199;14h 51;reversed;163;;;;;
2200;14h 51;denied;54;;;;;
2201;14h 52;denied;98;;;;;
2202;14h 52;reversed;113;;;;;
2203;14h 52;refunded;5;;;;;
2204;14h 52;processing;11;;;;;
2205;14h 52;failed;2;;;;;
2206;14h 52;approved;572;;;;;
2207;14h 52;backend_reversed;7;;;;;
2208;14h 53;refunded;5;;;;;
2209;14h 53;backend_reversed;12;;;;;
2210;14h 53;denied;37;;;;;
2211;14h 53;failed;2;;;;;
2212;14h 53;reversed;71;;;;;
2213;14h 53;approved;257;;;;;
2214;14h 53;processing;8;;;;;
2215;14h 54;approved;35;;;;;
2216;14h 54;denied;3;;;;;
2217;14h 54;backend_reversed;11;;;;;
2218;14h 54;reversed;36;;;;;
2219;14h 54;processing;25;;;;;
2220;14h 56;denied;98;;;;;
2221;14h 56;reversed;175;;;;;
2222;14h 56;refunded;8;;;;;
2223;14h 56;backend_reversed;28;;;;;
2224;14h 56;approved;358;;;;;
2225;14h 56;processing;6;;;;;
2226;14h 56;failed;4;;;;;
2227;14h 57;approved;165;;;;;
2228;14h 57;backend_reversed;18;;;;;
2229;14h 57;denied;33;;;;;
2230;14h 57;processing;14;;;;;
2231;14h 57;failed;3;;;;;
2232;14h 57;reversed;66;;;;;
2233;14h 57;refunded;4;;;;;
2234;14h 58;reversed;189;;;;;
2235;14h 58;failed;3;;;;;
2236;14h 58;approved;179;;;;;
2237;14h 58;denied;84;;;;;
2238;14h 58;refunded;5;;;;;
2239;14h 58;backend_reversed;13;;;;;
2240;14h 58;processing;2;;;;;
2241;14h 59;approved;267;;;;;
2242;14h 59;reversed;132;;;;;
2243;14h 59;processing;14;;;;;
2244;14h 59;denied;48;;;;;
2245;14h 59;backend_reversed;5;;;;;
2246;14h 59;refunded;5;;;;;
2247;15h 00;reversed;90;;;;;
2248;15h 00;processing;5;;;;;
2249;15h 00;backend_reversed;3;;;;;
2250;15h 00;refunded;2;;;;;
2251;15h 00;approved;233;;;;;
2252;15h 00;denied;25;;;;;
2253;15h 01;reversed;103;;;;;
2254;15h 01;approved;234;;;;;
2255;15h 01;processing;6;;;;;
2256;15h 01;backend_reversed;13;;;;;
2257;15h 01;denied;39;;;;;
2258;15h 01;refunded;2;;;;;
2259;15h 02;refunded;3;;;;;
2260;15h 02;failed;3;;;;;
2261;15h 02;backend_reversed;18;;;;;
2262;15h 02;approved;225;;;;;
2263;15h 02;denied;75;;;;;
2264;15h 02;processing;9;;;;;
2265;15h 02;reversed;127;;;;;
2266;15h 03;approved;368;;;;;
2267;15h 03;backend_reversed;12;;;;;
2268;15h 03;processing;5;;;;;
2269;15h 03;denied;72;;;;;
2270;15h 03;failed;3;;;;;
2271;15h 03;reversed;169;;;;;
2272;15h 03;refunded;8;;;;;
2273;15h 04;failed;2;;;;;
2274;15h 04;processing;3;;;;;
2275;15h 04;denied;99;;;;;
2276;15h 04;refunded;11;;;;;
2277;15h 04;approved;653;;;;;
2278;15h 04;reversed;122;;;;;
2279;15h 04;backend_reversed;4;;;;;
2280;15h 05;reversed;89;;;;;
2281;15h 05;approved;465;;;;;
2282;15h 05;denied;80;;;;;
2283;15h 05;backend_reversed;10;;;;;
